Date,SMALL LoBM,ME1 BM2,ME1 BM3,ME1 BM4,SMALL HiBM,ME2 BM1,ME2 BM2,ME2 BM3,ME2 BM4,ME2 BM5,ME3 BM1,ME3 BM2,ME3 BM3,ME3 BM4,ME3 BM5,ME4 BM1,ME4 BM2,ME4 BM3,ME4 BM4,ME4 BM5,BIG LoBM,ME5 BM2,ME5 BM3,ME5 BM4,BIG HiBM
197808,   9.6176,   9.7266,   8.4432,   7.9074,  10.3031,   9.0529,   7.6718,   9.7756,   6.8956,   9.2715,   7.9956,   8.5389,   6.7064,   4.9935,   9.9789,   7.7103,   6.3061,   4.5090,   3.8188,   2.8345,   2.5848,   3.2610,   4.8898,   2.9851,   0.2281
197809,  -1.1709,   0.3090,  -1.9199,   0.0019,   0.2770,  -1.6491,  -1.5934,  -1.8729,   0.4775,  -1.8653,  -3.5157,  -1.3635,  -0.4685,  -0.2411,  -1.0269,  -3.1621,  -2.3082,   0.5248,   0.0114,  -1.1690,  -3.2183,   0.2010,   1.8161,   1.1168,   0.8932
197810, -26.6983, -23.2664, -21.7865, -18.7016, -21.1646, -24.7686, -19.0293, -18.5885, -14.9028, -19.1790, -19.3691, -18.7812, -14.2279, -14.2007, -20.0259, -15.3035, -13.3595, -13.5330, -12.0747, -14.7990,  -8.3456,  -9.3354,  -8.4307,  -7.0343, -12.1169
197811,   8.5911,   7.3419,   6.7698,   4.3591,   4.5558,  11.2701,   5.2789,   4.3729,   2.7605,   5.6598,   7.3073,   5.0136,   4.1622,   2.8462,   3.4878,   4.6352,   2.0862,   3.4283,   1.9418,   2.7502,   2.4228,   2.7487,   4.0307,   3.3728,   2.5460
197812,   3.6051,   3.2379,   2.3669,   1.1729,   0.7932,   3.0037,   3.2617,   1.5248,   2.4909,   2.1634,   2.6594,   2.0391,   0.3675,   1.5123,   3.4499,   1.1846,   1.7276,   1.1632,   0.6401,   0.2744,   3.4436,   0.9313,   0.8827,  -0.0487,  -0.7494
197901,  10.1006,   9.9321,   8.1734,  10.5632,  11.8293,   8.8668,   8.0495,   8.0086,   7.3993,  10.2038,   6.9897,   6.4087,   7.9547,   6.9998,   9.7095,   5.7053,   5.7217,   6.0350,   8.5357,   6.4569,   2.4530,   5.0185,   4.4861,   4.6406,   7.6381
197902,  -2.9749,  -3.7188,  -2.2886,  -2.8246,  -1.4243,  -3.0003,  -3.1573,  -2.7416,  -3.2709,  -2.3298,  -4.7820,  -2.5584,  -1.8335,  -1.6336,  -1.1709,  -4.0490,  -3.9832,  -3.1326,  -3.1848,  -4.2921,  -4.0001,  -2.4826,  -2.7749,  -1.2474,  -2.8166
197903,  12.1754,   9.4782,   8.0800,   7.1946,   8.5009,  12.3131,   9.1420,   8.5092,   7.2273,   8.5064,  10.4622,   8.8548,   7.8376,   8.8392,  12.9276,   7.5180,   8.1828,   6.8760,   8.0606,   9.6411,   5.0150,   6.0792,   6.7859,   3.6772,   6.5187
197904,   3.1302,   2.6774,   2.2018,   2.9597,   3.5207,   1.6278,   3.0621,   2.0711,   2.9901,   2.2492,   1.6210,   0.4006,   2.8970,   1.9502,   4.1477,   2.0360,   1.0338,   1.4047,   0.4557,   1.6928,  -0.1605,   0.6766,   0.9988,  -0.5330,  -0.9870
197905,  -2.6385,  -1.1382,  -1.3217,  -0.8104,  -1.1055,  -2.3027,  -1.7440,  -0.1765,  -0.4064,  -0.6175,  -3.4398,  -3.1208,  -0.3730,   0.4871,  -2.0958,  -0.2247,  -1.5729,  -1.6698,  -0.5279,  -1.0225,  -2.1208,  -0.8551,  -1.7487,  -1.1928,  -1.3257
197906,   5.8434,   5.5179,   5.3058,   4.5246,   5.4099,   7.4402,   5.6194,   3.8977,   5.8874,   8.3869,   3.4984,   4.6354,   6.5022,   6.3217,   6.6207,   5.1343,   7.2715,   6.3783,   7.8912,   6.0964,   2.2927,   4.6740,   6.3231,   4.5418,   2.7229
197907,   2.2311,   2.6325,   3.2912,   3.2220,   2.2554,   1.9426,   2.4931,   3.0049,   4.8569,   4.0067,   3.0549,   3.9166,   4.2160,   2.8641,   5.3511,   1.5089,   2.9857,   3.0146,   2.3049,   3.1366,  -0.4229,   1.7055,   1.5091,   1.2504,   3.6669
197908,   8.9176,   9.1825,   6.1515,   7.0837,   8.1265,   8.7624,   8.3964,   7.5324,   6.4354,   7.2544,   9.3615,   7.9008,   5.6844,   5.7045,   6.8351,   8.5062,   6.3121,   6.8628,   5.0552,   7.8721,   6.3725,   7.1229,   4.4012,   5.3730,   5.3039
197909,  -0.1952,  -0.5471,  -1.4920,  -0.5304,  -1.0286,   0.8185,   0.6544,  -2.3130,  -1.6131,  -1.9282,   1.3401,   0.0515,  -1.4262,  -3.0337,  -1.4934,  -0.4209,   0.3457,  -0.1191,  -2.0752,  -1.7109,  -1.7483,   0.8617,   1.6340,   0.7716,   0.4915
197910, -10.8712,  -9.8888, -11.5124,  -9.5830, -11.6890,  -8.6147, -10.6745, -11.5967, -12.0358, -11.5569,  -8.1776,  -8.5302, -10.3167,  -7.5705, -12.2431,  -7.5555,  -7.7614,  -8.2723, -10.0630, -10.6222,  -6.2888,  -5.4882,  -5.7095,  -7.0308,  -7.1669
197911,  10.9194,   8.5312,   6.6237,   5.1910,   6.5781,  11.1982,   7.8047,   6.4114,   7.7115,   7.4622,  11.5560,   7.0413,   6.5449,   6.8502,   5.3843,   9.9145,   7.1191,   7.5361,   6.0721,   5.9336,   4.9948,   7.3537,   4.1488,   7.2501,   1.0008
197912,  11.5345,   8.2671,   5.8660,   6.7262,   5.2872,   8.5110,   6.4319,   5.5758,   3.6999,   5.0361,   5.6890,   3.2452,   2.7737,   2.3817,   7.7973,   4.5287,   3.9980,   2.1615,   1.9236,   4.2755,   1.9075,   3.7193,  -0.1054,   0.9011,   2.2698
198001,  12.8968,  10.5081,   8.5084,   8.9934,  11.0112,   6.8874,   7.4551,   6.2849,   4.6929,   9.1738,   5.2818,   6.7236,   6.8011,   6.4659,   9.1066,   7.5688,   7.6742,   6.4642,   0.7347,   7.9922,   3.3805,   7.5176,   5.6858,   7.7689,  10.2286
198002,   0.5566,  -0.1088,  -2.1050,  -2.0122,  -2.1409,  -1.3465,  -0.3537,  -2.9356,  -4.4425,  -1.1258,  -1.4447,  -3.5393,  -4.3758,  -4.0710,  -2.6671,  -2.4745,  -1.2175,  -2.9952,  -5.0194,  -1.5241,  -4.3390,   1.0699,   3.9772,   1.7563,   2.4902
198003, -22.0383, -19.4089, -17.5628, -15.6154, -17.6191, -19.1596, -16.5262, -16.7604, -14.6882, -17.6770, -15.7071, -14.9858, -16.4931, -13.0280, -18.8839, -12.1957, -14.1445, -13.0439, -10.9861, -16.7754,  -6.3080, -11.4294,  -9.5550, -11.3580, -12.8861
198004,   6.2197,   6.5049,   6.8148,   5.3024,   6.1109,   6.2515,   4.8289,   6.4213,   7.8520,   3.9293,   6.7987,   7.0929,   7.3085,   8.6942,   6.2264,   4.7201,   6.0112,   7.3992,   9.0548,   6.6971,   2.9977,   3.4072,   5.4608,   7.8576,   2.8631
198005,   7.2297,   6.5849,   7.0303,   6.6828,   7.6899,   9.0780,  10.0147,   6.8405,   8.0758,   9.8395,   7.2749,   6.9459,   8.7296,   7.9811,   9.1631,   7.6577,   8.0592,   9.4646,   7.1218,   9.0255,   4.9816,   5.2052,   5.2626,   4.0197,   6.1383
198006,   4.9372,   3.7142,   3.5079,   4.1453,   5.3874,   4.4658,   6.6900,   4.2553,   5.5765,   2.1309,   4.9940,   5.4712,   4.0792,   4.5173,   2.5370,   5.7966,   3.9620,   4.6123,   3.3266,   4.7948,   2.1572,   4.1988,   1.9455,   4.8230,   0.2490
198007,  12.1151,  12.5796,  10.2216,   8.1176,   8.8152,  14.4062,  11.3284,   9.8961,   7.6059,   8.3508,  13.1976,   8.2630,   9.3619,   5.4343,   6.0631,  11.0800,  10.3706,   7.5740,   3.2687,   4.8287,  11.1533,   6.0846,   3.3410,   3.1907,   5.2541
198008,  11.4808,   8.8857,   6.5863,   7.2711,   5.0758,   8.2852,   7.1937,   4.1166,   3.0189,   3.6696,   6.6777,   6.4162,   2.3151,   1.9042,   0.7541,   4.4680,   2.0818,   2.6032,   0.0600,   0.6527,   2.0005,   0.9612,   1.1268,   2.2081,   0.0837
198009,   6.4748,   2.9475,   2.8097,   1.3028,   3.1790,   4.5814,   3.6846,   3.7859,   0.9129,   1.1767,   5.3696,   2.2594,   2.7456,   1.5141,  -1.3126,   5.8781,   4.3619,   1.9979,   0.1760,   0.2529,   3.0991,   5.6656,   3.2092,  -1.1106,   0.0314
198010,   7.7620,   5.5854,   4.4163,   3.6015,   2.1991,   6.7003,   2.2713,   0.6514,   3.3861,   1.6885,   2.1917,   2.3769,   2.8275,   1.4055,   2.1216,   2.3659,   3.5685,  -0.7411,  -1.2633,  -0.1654,   0.6068,   4.0471,   4.6430,  -1.7668,   0.8170
198011,  16.4103,   6.4005,   5.5827,   0.9849,   1.8304,  13.4523,   7.4653,   4.4356,   6.4091,   3.6760,  11.7486,   7.0855,   3.5050,   2.3275,   1.6411,  13.1404,  13.8997,   4.6168,   2.8904,   0.9367,  10.6510,  14.2736,  18.4571,   5.2796,   3.9964
198012,  -6.4093,  -5.6682,  -3.6697,  -2.6904,  -3.4275,  -5.1554,  -2.3956,  -1.9108,  -1.4557,  -0.3376,  -3.8261,  -3.2388,  -0.4676,  -0.9983,  -0.1335,  -3.6459,  -4.4759,  -0.9739,   0.6393,  -0.4546,   0.0924,  -5.5296,  -5.7702,  -1.3270,  -0.4463
198101,  -4.4541,  -0.4488,   2.0309,   1.6311,   3.1485,  -4.9333,  -0.0338,  -0.2284,   1.8026,   3.1023,  -4.1510,  -1.7204,  -0.9898,   2.0129,   2.7102,  -6.6622,  -3.4526,  -0.2542,   0.4866,   1.4324,  -6.1346,  -7.3192,  -6.3865,   0.0363,   1.9864
198102,  -3.4045,   0.0165,   1.2144,   1.9940,   2.5098,  -0.3773,   1.5802,   2.8120,   3.5061,   3.8639,   2.3470,   2.4330,   3.7864,  -0.0499,   1.3553,   1.3300,   2.5407,   4.5395,   1.3373,   3.7940,   3.2650,   2.0115,  -0.5750,   3.1146,  -0.6153
198103,   7.2818,   9.4495,   8.5668,   8.9755,   7.3140,   8.0182,   8.3600,   7.8419,   7.8425,   7.5275,   7.6910,   7.7999,   7.9864,   9.0670,   6.9676,   9.2543,   6.7772,   8.5322,   7.4034,   7.6968,   2.9453,   3.2040,   0.3225,   3.4330,   8.1673
198104,   2.8941,   4.6714,   3.5400,   4.7323,   5.4890,   1.6812,   3.5544,   3.7386,   3.7581,   4.0242,   2.2607,   3.4207,   1.1870,   0.9754,   3.7114,  -0.0049,  -0.8281,   0.4784,   0.2999,   1.7053,  -2.7511,  -4.2708,  -2.7206,   2.1239,  -2.9574
198105,   4.9653,   4.9324,   4.3899,   2.4889,   2.8337,   6.1952,   2.1804,   2.8389,   0.2891,   2.5058,   2.2346,   3.8547,   2.9395,   1.4441,   5.1206,   3.5470,   2.1745,   1.9140,   1.0741,   3.3478,   1.5788,  -2.1291,  -1.9855,   3.8169,   0.5521
198106,  -7.0155,  -0.5011,   1.2843,   2.7162,   1.4854,  -7.0575,  -0.5018,  -0.8373,  -0.1153,   1.4791,  -4.8539,  -0.2099,  -0.3997,   2.3291,  -1.7095,  -5.1757,  -1.5531,   0.7192,   2.5865,  -0.5766,  -4.4628,   1.1583,   3.4063,  -0.8594,   1.0217
198107,  -4.6537,  -3.2229,  -2.7841,  -1.9498,  -2.3041,  -2.5249,  -3.3294,  -0.7877,  -1.3710,  -1.9758,  -1.6873,  -2.0704,  -2.9898,  -2.9233,  -0.4774,   2.0524,  -0.9423,  -2.4478,  -2.5409,  -3.1747,   1.6134,   2.6651,  -2.0591,  -2.1710,   0.5965
198108, -12.7417,  -8.5843,  -7.4367,  -5.3424,  -5.0792, -10.3257,  -8.1623,  -5.2415,  -5.1337,  -5.6382,  -8.2261,  -6.0033,  -5.5155,  -5.7347,  -3.4169,  -6.9369,  -6.2454,  -3.9195,  -5.2650,  -3.0611,  -6.1701,  -6.6640,  -5.7615,  -5.1307,  -0.4253
198109, -13.5206,  -8.1490,  -7.4425,  -6.6417,  -6.2905, -10.2372,  -6.8671,  -6.6219,  -3.3899,  -5.4667,  -9.2439,  -5.8642,  -6.1270,  -1.6434,  -3.8772,  -9.3993,  -8.1003,  -6.5454,  -3.8612,  -4.3109,  -6.2933,  -6.1407,  -6.2725,  -2.1958,   0.5234
198110,  10.5516,   8.0307,   8.4082,   6.9762,   5.1725,  11.4182,   5.8585,   7.0241,   7.6686,   5.9252,  10.7841,   5.2893,   7.3646,   5.1736,   4.1535,  10.1058,   8.0570,   4.9061,   4.1350,   3.7155,   7.7948,   7.5149,   2.6615,   1.5943,   4.8102
198111,  -1.0829,   2.0099,   3.9462,   2.7533,   3.8438,   1.5868,   5.2390,   4.7704,   6.1391,   5.6172,   0.8148,   2.9828,   4.3055,   3.1606,   5.2413,   4.0093,   4.1319,   2.5300,   7.4007,   4.8362,   3.6033,   5.9806,   5.1832,   4.4416,   3.7195
198112,  -4.1377,  -1.7692,  -0.3458,  -0.4875,  -1.0132,  -1.7802,  -0.3946,  -1.8427,  -2.2933,  -1.5411,  -1.9415,  -2.1271,  -0.9634,  -1.1983,  -3.1654,  -3.1468,  -2.3838,  -1.7383,  -2.3838,  -2.4483,  -2.9790,  -3.4035,  -3.7904,  -2.0612,  -1.7567
198201,  -3.1714,  -0.5311,  -1.7513,  -1.6360,  -0.2205,  -5.4882,  -3.5887,  -3.3999,  -3.4399,   0.2754,  -6.1926,  -3.5232,  -4.9394,  -1.9755,   1.2590,  -6.5411,  -4.0643,  -3.9297,  -1.6405,  -1.6513,  -0.2472,  -3.9096,  -2.8175,  -1.0953,   1.4504
198202,  -7.6762,  -4.1286,  -2.8609,  -2.8958,  -0.9508,  -7.3965,  -5.0160,  -3.7861,  -1.1098,  -0.5282,  -7.6805,  -2.9741,  -1.4970,  -3.1415,   0.3064,  -7.0293,  -6.1246,  -3.6100,  -0.1205,   0.7829,  -7.3547,  -7.2452,  -2.6849,  -1.1907,  -4.0071
198203,  -2.3389,  -0.2308,  -1.1483,  -0.4774,   0.3204,  -3.8172,   0.2596,  -1.3655,   2.0709,   1.8264,  -2.3704,   0.0161,   1.0490,   0.0064,   2.4899,  -3.1381,  -1.8191,   0.1219,   0.1084,   1.0649,  -3.4941,   0.4044,  -1.5383,   2.5956,   2.0438
198204,   6.3583,   6.4108,   5.4441,   4.6158,   4.4859,   6.6906,   6.7141,   5.9518,   4.3863,   4.2055,   5.8253,   6.0278,   4.5075,   5.2263,   4.7632,   6.3094,   5.0969,   4.5190,   3.7172,   5.0006,   6.6516,   3.9335,   2.9793,   3.0565,   0.4977
198205,  -3.1446,  -1.7018,  -0.0384,  -1.0266,  -0.3279,  -3.9048,  -3.6520,  -3.1283,  -1.7386,  -2.3817,  -3.3123,  -2.1057,  -3.3440,  -1.2860,  -1.1864,  -4.6171,  -4.5010,  -4.0154,  -4.0247,  -2.6148,  -4.0226,  -1.8825,  -1.4780,  -3.3992,  -1.3048
198206,  -4.3381,  -2.9824,  -2.6560,  -1.0739,  -1.5237,  -4.2976,  -1.1894,  -1.3947,  -0.6626,  -1.0312,  -4.1254,  -0.4164,  -0.4641,  -2.3546,  -2.0042,  -4.4872,  -2.9382,  -0.7127,  -1.1497,   0.4285,  -2.8165,  -1.1581,  -0.6041,  -1.8226,  -2.8953
198207,  -3.8399,  -2.6616,   0.2355,  -0.8633,  -0.3959,  -3.4292,   1.5301,  -0.3657,  -0.1961,  -1.1047,  -1.8469,  -0.5805,  -2.9424,  -3.0716,  -1.9012,  -1.3763,  -4.1206,  -1.7741,  -3.7509,  -2.8109,   0.6360,  -3.7154,  -4.3037,  -2.1053,  -1.9168
198208,   4.7879,   7.2574,   6.7238,   4.9929,   5.6330,   7.9482,   8.3816,   9.9738,   8.2812,   8.2147,  10.5294,  11.0077,  11.9916,  11.1067,  10.9937,  12.2100,  12.9749,  10.2178,  12.8077,  14.0089,  11.2754,  12.0515,  13.0509,  13.4174,  13.6392
198209,   2.2484,   2.3713,   5.6783,   3.9470,   4.4299,   2.3612,   2.9421,   5.0153,   5.5077,   5.9610,   3.2270,   5.3941,   4.1950,   4.2908,   2.0802,   2.8418,   1.9134,   8.0901,   2.8301,  -0.0277,   1.7253,   1.9305,   1.0951,  -0.1059,  -0.0491
198210,  17.5699,  13.4003,  13.1589,  12.8585,  11.7176,  17.4182,  12.2334,  13.4289,  10.8900,  11.0294,  14.8373,  13.5260,  12.6619,  13.7917,  12.5608,  15.6447,  14.7503,  13.0152,  12.8853,  12.8330,  11.5545,  11.3482,  10.1708,  10.6550,   8.8477
198211,   8.8022,  10.4809,  11.4681,  10.0723,  10.5478,   9.6962,   9.0574,   8.0457,   7.2610,   8.8414,  10.5962,   8.7471,   6.1173,   5.1902,   8.8461,   7.3155,   6.9737,   4.2510,   5.8516,   7.2974,   7.2297,   4.1766,   1.3367,   2.3704,   3.3498
198212,   2.5323,   2.1791,   2.1233,   2.1026,   2.3137,  -0.1637,   2.2526,   1.0654,   0.0765,   0.8299,   0.5956,   0.6338,  -0.9333,   0.2402,   2.3493,   0.8535,   0.2659,   2.3077,   0.4561,   2.6453,   2.3251,  -0.1090,   1.1183,   0.6685,   3.9613
198301,  13.4493,   8.5078,   8.7857,   9.1380,   7.4371,   7.9723,   8.0219,   3.5397,   4.7780,   4.7402,   6.5353,   2.8966,   3.9392,   3.0033,   3.8644,   5.0104,   3.1115,   2.6826,   2.3678,   2.0805,   2.0264,   3.0681,   3.8564,   6.6958,   1.6479
198302,   3.2025,   4.6688,   8.2264,   7.3391,   9.1749,   5.0660,   5.0756,   7.9278,   6.1361,   5.1975,   4.9329,   4.7334,   5.4223,   4.1815,   5.3319,   4.9747,   2.8770,   3.1858,   3.3737,   4.4774,   2.4380,   3.9466,   3.1289,   0.4951,   4.0883
198303,   2.6822,   5.6007,   6.7360,   4.6952,   7.1574,   1.7191,   4.0370,   6.6138,   6.9916,   4.8358,   2.1099,   6.7474,   4.6550,   7.7143,   4.9482,   0.6412,   2.7227,   4.4949,   5.8904,   5.1438,   3.3447,   2.5207,   4.0765,   2.9946,   3.5256
198304,   7.2592,   7.4318,   8.8519,   9.0357,   9.1895,   8.0163,   8.1961,   8.8683,   7.1043,   7.9651,   6.7926,   7.0542,   7.2859,   6.3492,   6.4072,   5.1000,   5.6839,   7.3595,   6.8776,   6.2267,   6.5770,   6.1083,   8.8771,   8.5038,   9.2379
198305,  12.3799,  10.2359,   8.8532,   8.7115,   7.7056,   5.6909,   6.1384,   5.2108,   3.8107,   5.0646,   5.4651,   5.2083,   2.5547,   2.2712,   1.4460,   4.7399,   5.7779,   4.0502,   1.5974,   1.0414,  -0.8993,  -2.2479,  -0.4235,  -1.2816,  -0.3590
198306,   4.3193,   6.7508,   3.6410,   2.9948,   4.3302,   6.8549,   5.4705,   1.4543,   3.3737,   3.1313,   4.9777,   5.5361,   4.6625,   1.8895,   1.1259,   6.4279,   4.6452,   4.1714,  -0.9640,   1.8766,   5.8797,   5.1767,   2.8379,   1.1915,   2.0168
198307,  -6.1018,  -2.1594,  -0.7898,   0.7761,   0.7212,  -7.2709,  -4.5167,  -0.8928,   1.6211,   0.8814,  -6.1745,  -2.8707,   2.6928,   0.9636,   1.0157,  -4.5432,  -3.3044,  -4.8200,  -0.7824,  -0.5698,  -4.8247,  -5.9942,  -3.6751,  -0.2285,  -2.1514
198308,  -6.1302,  -3.4798,  -2.5783,  -3.6124,  -1.2153,  -5.3087,  -3.4250,  -2.7738,  -1.0507,   0.8029,  -3.9724,  -4.0752,  -1.5845,  -0.8586,   2.6381,  -2.6964,  -1.9114,  -0.1361,   2.4809,   3.6887,  -0.6284,  -0.4424,   0.2715,   4.2639,   6.6051
198309,  -2.9900,   0.1458,   0.4329,   1.7511,   1.6541,   1.4040,   1.4125,   4.0327,   4.7710,   3.6040,   1.9418,   3.9296,   2.8388,   4.9672,   6.7265,   3.1340,   2.1421,   3.1713,   2.6985,   1.5007,   2.8760,   1.9052,   1.9775,  -1.0397,   0.5091
198310, -10.3534,  -6.2121,  -5.2989,  -3.5426,  -2.9254, -10.1574,  -7.3545,  -4.0462,  -1.8324,  -3.0669,  -8.3892,  -4.7479,  -2.7663,  -0.7785,  -1.5559,  -7.4957,  -1.8976,  -1.9915,  -1.6267,  -0.4166,  -2.4482,  -2.3656,  -0.2597,   0.0068,  -0.7095
198311,   3.7246,   3.4892,   3.3943,   2.7913,   4.3087,   5.8169,   5.1776,   4.7938,   5.1622,   5.0258,   6.2931,   4.0117,   4.6822,   4.1272,   3.8930,   5.8229,   2.2958,   4.7450,   4.5325,   3.7993,   1.2336,   3.3284,   2.7899,   1.6679,   0.6532
198312,  -5.1295,  -1.1269,  -0.7467,  -0.3635,   0.7751,  -3.1681,  -1.2056,   0.1162,   0.0337,   0.1659,  -3.1538,  -1.1856,  -0.4228,  -1.0589,   0.9799,  -3.1015,  -1.1212,  -2.7104,  -1.6117,  -0.5361,  -0.1240,   0.0117,  -2.2207,  -1.0662,   0.5625
198401,  -1.9102,  -0.9598,   0.5557,   1.4800,   3.1332,  -6.3662,  -1.3298,  -0.5885,   0.1976,   3.5989,  -6.8586,  -4.3442,  -2.2916,   0.3192,  -0.0722,  -7.6634,  -3.5662,  -1.7462,  -0.4771,   0.4633,  -5.7369,  -0.7867,   1.1506,   1.6007,   6.9718
198402,  -7.4494,  -6.8015,  -5.1317,  -4.3727,  -4.6509,  -7.1700,  -6.0016,  -3.8530,  -3.3050,  -3.7283,  -6.8523,  -7.3464,  -4.7416,  -4.7001,  -2.2550,  -5.3992,  -6.1759,  -5.3552,  -3.2073,  -4.6990,  -3.7706,  -6.0619,  -4.1709,  -2.4506,   0.5674
198403,  -0.9091,   1.3777,   0.5908,   1.9790,   2.1510,  -0.2551,   1.2842,   0.9482,   1.1668,   2.1403,   0.6458,   1.2648,   2.1605,   1.3309,   3.0488,   0.3221,   1.6342,   2.3706,   1.5429,   4.2434,   1.7833,   3.0750,   0.1329,   1.6822,  -1.3487
198404,  -3.8966,  -1.8052,  -0.5955,   0.0056,  -0.9501,  -1.2083,   1.4723,   0.6020,   0.0928,  -1.1335,   0.3080,   0.9583,  -0.2205,  -1.2347,   0.1910,  -1.7205,   0.1739,  -0.7273,  -2.2838,  -1.8442,   1.4616,  -0.6652,   1.2498,   1.5951,   2.4022
198405,  -6.1726,  -4.3523,  -5.0441,  -3.3303,  -3.5532,  -6.0727,  -5.0529,  -5.0608,  -3.8835,  -4.2200,  -5.9126,  -5.5059,  -5.8442,  -3.9764,  -6.3191,  -3.8122,  -4.3797,  -5.4242,  -5.2872,  -7.5474,  -5.1812,  -3.3334,  -6.2816,  -4.1198,  -6.0560
198406,   1.3379,   3.4629,   2.0401,   1.6356,   1.3223,   3.8993,   4.6784,   1.9103,   2.7524,   1.1033,   6.3236,   5.2976,   0.8134,   1.5515,  -0.6284,   5.9834,   4.7133,   1.7892,   1.7299,   2.5471,   3.4782,   5.3065,   2.0345,  -1.0075,   5.2226
198407,  -7.1532,  -5.0977,  -4.5777,  -1.8314,  -2.1680,  -5.2859,  -5.2631,  -1.4228,  -3.7884,  -3.8261,  -3.5124,  -3.3574,  -2.9824,  -3.0741,  -0.9706,  -3.8141,  -4.6249,  -2.5122,  -4.5281,  -0.4935,   0.3151,  -1.4032,   0.0111,  -3.0198,  -2.3041
198408,  11.4840,  11.7329,   8.7025,   6.8558,   8.7900,  15.9673,  10.4110,  10.1406,   9.1804,  10.3774,  15.6732,  12.9519,  10.7320,  11.9692,   9.4312,  12.7724,  13.4089,  12.4254,  11.2400,   9.9794,  10.7626,  10.1586,  10.1770,  11.6069,  12.4685
198409,  -2.6366,  -1.6274,   0.5317,   1.3544,   2.3699,  -5.5011,   0.3377,   1.8965,   1.4912,   3.1899,  -3.9661,   1.4540,   1.9147,   2.0654,   3.5611,  -1.6553,  -1.6176,   0.6593,   1.4716,   4.4734,  -2.7342,  -1.6342,  -0.5149,   1.8926,   3.1014
198410,  -3.9255,  -1.3423,  -2.1974,  -1.4145,  -1.2958,  -2.9949,  -1.6352,  -0.1243,   0.8749,   0.7374,  -1.7077,  -0.5990,   1.4962,  -1.7153,   1.4924,  -0.3345,  -0.1696,   0.6914,   0.3112,   1.6904,   0.8629,   2.7610,   1.3048,  -0.4461,  -1.5342
198411,  -5.6550,  -4.0641,  -1.2544,  -1.4964,  -0.9927,  -5.7676,  -2.0270,  -0.3692,  -0.0167,   1.2188,  -3.9764,   0.4151,   1.2042,   1.6791,   1.9821,  -3.3273,  -0.6241,  -1.0007,   0.6820,   2.0313,  -2.4900,  -0.9692,  -1.6317,  -0.7365,   1.4053
198412,   0.5084,   1.0584,   0.9848,   0.5274,   0.7066,   2.0652,   2.3855,   1.6817,   2.4106,   2.5332,   4.6505,   3.6395,   0.7470,   1.6912,   1.8839,   3.1386,   1.8336,   2.2277,   3.0272,   3.5314,   2.6015,   2.3681,   2.7985,   3.0775,   1.3434
198501,  15.9119,  15.1130,  10.5651,  10.0928,   8.6086,  16.1214,  13.1373,   9.0481,   9.8801,   9.0527,  13.8021,  10.3784,   9.7609,   8.7929,   8.1887,  12.2860,  13.0126,   8.4275,   7.8728,   6.4025,   9.5314,   7.9747,   7.5285,   6.8949,   4.4735
198502,   3.7375,   4.6500,   3.5386,   2.6512,   3.8220,   2.8736,   3.2406,   2.4622,   2.0399,   1.2319,   2.1930,   0.9187,   1.2694,   1.9157,  -0.6134,   2.5651,  -1.0494,   2.0029,   2.5468,   1.1719,   0.2074,   2.6930,   1.5258,   2.5140,   2.7501
198503,  -2.6003,  -2.9224,  -1.3044,  -1.2498,  -0.3421,  -4.6384,  -3.3987,  -0.7745,   0.4118,   3.0122,  -4.4780,  -1.1264,  -1.9807,   0.5873,   3.7345,  -2.8244,  -2.1323,   0.1037,   1.1304,   4.3029,  -1.5628,   0.9681,  -0.6777,   1.0675,   1.5620
198504,  -2.1763,  -1.6765,   0.2271,   0.4580,   0.2523,  -3.1983,  -1.4816,  -0.1569,   2.5027,   0.6707,  -1.2225,  -1.5280,  -0.3564,   2.7310,   1.5041,  -1.2554,  -3.2324,   0.5168,   0.7764,   1.0626,  -1.6715,  -2.3662,  -1.2799,   1.2504,   2.9059
198505,   2.5517,   4.1011,   3.7283,   2.7183,   1.0869,   4.0764,   4.1101,   3.3213,   5.4285,   2.9474,   6.1946,   5.7986,   3.2996,   4.2971,   4.1974,   6.6463,   5.8700,   5.6414,   4.5097,   6.4995,   5.7377,   7.5886,   8.6457,   5.6441,   4.5898
198506,   0.5812,   0.5529,   0.9696,   1.3900,   2.1046,   0.8872,   2.3813,   2.4904,   3.0761,   3.5051,   2.7294,   2.0274,   3.9687,   2.4348,   3.3625,   1.8243,   1.8815,   2.2635,   3.6343,   0.8992,   0.6878,   2.8474,   1.3817,   0.3464,   2.3261
198507,   2.5495,   2.8798,   2.3382,   1.6228,   2.1710,   3.1858,   3.3763,   4.6891,   0.0470,   0.8875,   1.3498,   2.8253,   1.2391,   0.9117,   1.6944,  -0.5459,   0.3901,   1.1463,  -2.1051,   0.9124,   0.5774,  -0.4716,  -1.7845,  -1.5052,  -2.3506
198508,  -1.6021,  -0.9915,  -0.5970,  -0.0027,  -0.8456,  -1.9822,  -0.8972,   0.9262,   0.3920,   0.3125,  -2.3815,  -0.8568,  -0.0809,  -0.6010,   0.4799,  -1.8170,  -0.2344,   1.1073,  -0.2656,   0.3033,  -1.7641,   0.1579,  -0.7077,   0.4154,   0.7674
