Date,SMALL LoBM,ME1 BM2,ME1 BM3,ME1 BM4,SMALL HiBM,ME2 BM1,ME2 BM2,ME2 BM3,ME2 BM4,ME2 BM5,ME3 BM1,ME3 BM2,ME3 BM3,ME3 BM4,ME3 BM5,ME4 BM1,ME4 BM2,ME4 BM3,ME4 BM4,ME4 BM5,BIG LoBM,ME5 BM2,ME5 BM3,ME5 BM4,BIG HiBM
199309,   2.3470,   2.2247,   3.1859,   3.1291,   3.0544,   3.6846,   3.5870,   2.4924,   2.1654,   2.2914,   4.1310,   1.0828,   1.1975,   1.4326,   0.6286,   0.5755,   1.4339,   0.8649,  -0.4572,  -0.6613,  -1.3242,  -1.6335,   0.3232,   1.3147,  -0.6819
199310,   5.4136,   4.3531,   4.6647,   4.6016,   4.2493,   3.9542,   2.1550,   1.6528,   0.9034,   0.6375,   2.3797,  -1.0511,   0.4309,  -0.2614,   3.0214,   3.4186,   0.5456,  -0.0228,  -0.8332,  -2.1260,   4.7734,   1.3750,  -0.7833,  -0.4730,  -0.5826
199311,  -4.0608,  -2.9616,  -1.7465,  -2.1977,  -1.7893,  -3.2568,  -2.4253,  -2.3857,  -4.1436,  -4.1770,  -2.5427,  -1.9394,  -3.0337,  -3.7772,  -0.5081,  -2.2940,  -2.5446,  -2.2086,  -2.9500,  -5.4923,   1.8089,  -1.9616,  -2.0869,  -3.8840,   0.8255
199312,   0.8203,   0.4531,   1.9235,   1.3232,   1.1063,   2.2642,   4.3978,   4.5607,   1.8008,   3.8083,   3.7600,   6.2878,   5.2934,   5.3063,   2.2124,   4.1153,   6.3855,   3.7700,   3.1666,   2.6815,   0.2065,   2.2361,   0.8367,   1.2359,   1.7292
199401,   2.5569,   6.1596,   5.6561,   4.8028,   5.8008,   1.3207,   1.9354,   2.1298,   2.6403,   4.9480,   1.7451,   2.1519,   1.4072,   3.2620,   6.1760,   2.4803,   3.1890,   5.1165,   2.8478,   1.9907,   1.6534,   4.7549,   4.2499,   3.0155,   2.8786
199402,  -3.0876,   0.7204,   0.6572,   0.0150,  -0.1536,  -0.6492,   0.4577,   0.0188,  -1.9336,  -1.0598,  -0.6460,   1.5475,   0.5917,  -1.0684,  -1.3555,  -1.3698,   0.2375,  -1.2369,  -2.4742,  -5.3718,  -1.7958,  -2.0759,  -3.7272,  -5.3372,  -4.8768
199403,  -7.7338,  -5.1358,  -4.8520,  -4.4872,  -2.9037,  -7.0154,  -5.5042,  -5.1461,  -4.1480,  -5.4039,  -5.7524,  -4.8166,  -4.4625,  -4.2410,  -4.9697,  -5.9183,  -4.9134,  -4.9785,  -2.6360,  -1.5163,  -4.8162,  -3.9767,  -3.3490,  -3.9542,  -3.8601
199404,  -3.9501,  -0.0808,  -1.4178,  -0.9231,   0.6896,  -1.1230,   0.7993,   1.3640,   1.9488,   1.9204,  -1.2565,   2.0211,   1.0165,   1.1268,   1.0238,  -0.0848,   0.4189,   1.1818,   1.9188,   2.2408,   1.2312,   0.2733,   2.2597,   1.5561,   2.0099
199405,  -2.6734,  -2.0004,  -1.3407,   0.0011,  -0.3825,  -2.3898,  -2.4526,  -1.1879,  -0.4014,   1.3342,  -2.1413,  -1.5669,   0.5153,  -1.0734,   0.4503,  -0.2165,  -0.6298,   1.3614,  -1.4204,  -1.8931,   1.0290,   2.7345,   2.6588,   0.0844,   3.4674
199406,  -6.5188,  -4.8283,  -4.4704,  -2.3053,  -2.0545,  -5.9268,  -3.1959,  -0.3622,  -1.7737,  -0.8683,  -4.1678,  -2.7848,   0.1864,  -1.7555,  -1.8523,  -4.9652,  -1.7799,  -3.4262,  -1.9359,  -3.4923,  -2.8632,  -2.6275,  -2.2169,  -1.2468,  -3.8089
199407,   0.4300,   0.1116,  -0.7451,   1.0696,   1.1634,   2.3633,   2.0457,   1.7578,   2.5428,   2.3509,   3.2611,   1.8049,   0.9044,   3.8857,   3.5840,   2.4208,   3.9942,   3.3409,   5.0489,   3.9077,   3.0449,   2.9233,   4.4093,   3.9143,   1.3400
199408,   3.6755,   4.1404,   5.1831,   2.5423,   2.8409,   9.5420,   5.7229,   4.2985,   4.1508,   4.7542,   9.7232,   4.9776,   4.4319,   2.8014,   5.1805,   7.9417,   4.9537,   3.1198,   3.0806,   4.4901,   5.2598,   3.5449,   1.8457,   3.8475,   3.4448
199409,   0.9207,   1.9647,   0.7883,   2.7399,   0.8555,  -0.0070,   0.9369,  -1.3336,   0.8546,  -1.4740,   0.8291,  -1.0374,  -1.9009,  -1.7698,  -1.0563,  -0.8653,  -2.0171,  -2.7991,  -3.3694,  -2.6202,  -1.2236,  -3.5498,  -2.4707,  -4.1061,  -6.3744
199410,  -0.7792,   0.9748,  -0.3566,   1.2573,   0.1226,   1.7308,  -0.1028,  -0.1678,  -0.4739,  -3.8288,   3.3362,  -0.7742,  -0.2922,  -0.6652,  -2.6165,   0.7108,   1.3843,   1.1210,  -0.9165,  -1.9772,   2.3974,   2.3430,   3.4912,   1.8199,   2.6785
199411,  -4.5089,  -3.2258,  -2.6073,  -3.2535,  -3.0964,  -2.9689,  -3.6140,  -3.6505,  -3.9878,  -5.0853,  -5.4780,  -4.3680,  -4.5714,  -2.8696,  -5.1730,  -3.9367,  -3.7401,  -3.8485,  -3.9559,  -5.4026,  -2.0871,  -5.2425,  -2.8014,  -5.1475,  -2.6249
199412,  -2.8120,  -0.9179,  -0.2779,   0.0271,  -0.1626,   1.5953,   1.9998,   2.5934,   2.5333,   1.1818,   1.7532,   3.4152,   1.9805,   2.6846,   4.7352,   2.0516,   1.1077,   0.0436,   1.0284,   1.1917,   1.5927,   1.0624,   1.0783,   1.1109,   0.0610
199501,   1.2047,   2.3246,   3.1510,   2.4058,   2.3200,  -1.9815,  -0.5097,  -0.2640,  -0.3172,   0.2267,  -1.3513,  -2.1895,  -0.4201,   0.0515,   0.3236,   0.0662,   1.4533,   0.8837,   3.6810,   4.6580,   2.7367,   1.7081,   3.5880,   4.3581,   6.7252
199502,   2.3274,   3.8391,   1.9175,   2.1997,   3.2930,   3.5233,   4.0650,   3.5937,   2.8919,   5.9161,   5.4030,   5.6306,   4.0461,   4.8376,   5.3114,   4.4348,   4.6869,   5.1342,   4.2083,   4.8352,   3.5399,   4.6547,   3.0685,   3.5780,   7.4872
199503,   0.7832,   1.5721,   1.2009,   1.0685,   0.8019,   4.4015,   1.7971,   2.7450,   1.8416,   2.0600,   3.6810,   1.7830,   1.7993,   0.1960,   1.1513,   3.0867,   3.5580,   2.7201,   1.4375,   0.6319,   2.6921,   3.9002,   3.5668,   0.4264,   0.9510
199504,   1.6637,   2.8076,   3.3903,   2.4832,   3.8913,  -0.0102,   1.4521,   3.4785,   2.1719,   3.4953,  -0.1165,   1.7458,   1.7451,   3.7738,   2.0943,   0.5163,   2.0969,   3.5242,   0.9133,   3.7430,   2.6804,   3.2861,   2.5412,   2.3695,   6.2731
199505,   1.5426,   2.3350,   1.9720,   1.4349,   3.2097,   1.0153,   1.3968,   1.7346,   2.7434,   2.6483,   2.1014,  -0.4600,   1.7678,   3.1519,   2.9956,   1.9831,   1.4951,   2.5820,   3.6344,   5.0562,   3.8565,   2.8814,   4.4858,   6.3567,   6.1807
199506,   7.8438,   6.8548,   7.0159,   5.0352,   5.2818,  10.0932,   3.9461,   4.6852,   4.0069,   4.8910,   6.5386,   3.5767,   3.3879,   2.9858,   2.0806,   6.8027,   3.3897,   2.7353,   2.5199,   2.8052,   3.3619,   2.6621,   0.0637,   1.5395,   1.6935
199507,   7.1508,   6.8710,   5.1238,   4.8003,   4.9112,   9.0903,   6.5217,   3.8381,   5.2329,   4.9665,   8.3441,   4.8285,   4.5895,   4.0526,   4.6692,   8.0388,   4.7515,   4.0873,   4.2632,   3.8321,   2.9617,   4.0491,   4.0835,   2.8033,   3.2150
199508,   4.1359,   4.6299,   4.3792,   3.8424,   4.2080,   0.6841,   1.7675,   0.9190,   3.5948,   3.4452,   0.3501,   2.1625,   0.9916,   4.1728,   3.1193,   0.0886,   0.8402,   2.4720,   2.2359,   4.5299,   0.0089,   0.2551,   0.1531,   2.9860,   4.0701
199509,   3.3651,   2.8502,   1.9998,   2.0273,   2.3901,   1.9735,   1.4729,   2.1530,   2.9334,   0.5462,   2.3954,   0.8931,   1.5614,   2.2693,   1.0470,   3.5103,   2.0197,   1.3912,   2.0047,   3.5726,   5.4708,   2.7213,   3.4517,   4.9283,   6.9432
199510,  -6.0834,  -5.6443,  -5.0212,  -3.5875,  -2.7921,  -6.8909,  -6.8135,  -5.5507,  -4.9970,  -5.0980,  -2.8934,  -3.9340,  -2.6456,  -3.0152,  -2.7688,  -1.8093,  -4.3342,  -2.4795,  -0.8499,  -1.1066,   0.3172,   0.6669,   0.7938,  -3.1515,  -3.5706
199511,   1.7920,   2.5158,   0.6434,   2.4497,   1.5584,   4.8778,   5.0774,   3.9477,   4.5369,   6.0993,   6.2977,   3.5419,   3.8549,   4.7239,   5.0558,   4.3095,   5.0481,   3.6531,   4.7214,   4.7662,   4.9408,   1.9563,   4.8398,   5.1421,   4.8220
199512,   2.5192,   2.9696,   1.8426,   1.3136,   1.4369,   2.9782,   2.3341,   3.4748,   3.0703,   3.3172,   1.6109,   1.5942,   2.4697,   3.0725,   1.5051,  -1.4870,   0.7203,   0.9829,   0.3059,   0.3866,   1.1532,   0.7850,   3.8684,   0.8343,   1.9375
199601,   1.5712,   0.3791,   1.5495,   1.6362,   0.7332,  -0.0043,  -1.2548,   0.5269,  -0.5505,   0.5196,  -1.9192,   0.2710,  -0.1681,   0.8125,   0.8376,   1.6242,   2.1906,   1.6405,   2.1926,   1.0938,   3.9915,   2.4267,   3.3722,   2.8528,   4.4594
199602,   3.8628,   1.1159,   3.9585,   2.0657,   3.3986,   5.3216,   5.6778,   2.1506,   1.7889,   1.3140,   4.7663,   4.1513,   2.2138,   2.6325,   1.5743,   5.4743,   1.1181,   0.3226,   1.6198,  -0.7842,   0.5824,   3.0413,   1.5364,   0.8517,   2.7065
199603,   2.7996,   3.7448,   3.1270,   4.0455,   2.0666,   2.1283,   3.0340,   1.0240,   1.8589,   4.0817,   3.1202,   1.0254,   3.2196,   2.8907,   2.1106,   1.2590,   0.7745,   2.7952,   0.4949,   2.3677,  -0.1120,   2.3288,   0.9793,   2.0868,   0.4734
199604,   8.6431,   9.8094,   8.8584,   5.8512,   5.7596,  10.1587,   9.2367,   2.5545,   4.3372,   6.5267,   5.8350,   4.4845,   1.8770,   0.8687,   1.6989,   6.4007,   3.7445,   4.0660,  -0.1283,  -1.8939,   1.3717,   3.4340,   1.2306,  -0.4282,  -1.5740
199605,   7.9149,   6.7213,   7.9115,   6.5232,   5.6359,   6.1476,   4.5498,   4.2750,   4.8648,   7.6827,   2.8506,   4.0291,   2.1074,   1.3375,   1.0407,   2.8416,   0.3756,   0.3849,   1.3047,   1.5881,   3.8611,   1.4276,   0.7121,   2.9080,   2.3337
199606,  -7.7803,  -5.6315,  -5.1814,  -2.5761,  -2.9208,  -6.9020,  -3.7140,  -2.4716,  -0.8110,  -5.6735,  -7.3522,  -2.9481,  -1.2196,  -0.4725,   0.2028,  -4.2749,  -1.7282,  -1.5538,   0.4575,   2.2748,   1.4345,  -1.0005,   0.1523,  -0.7181,   0.5331
199607, -15.1725,  -9.4416,  -8.6923,  -4.2533,  -5.5431, -15.3228,  -9.8341,  -7.8751,  -5.7478,  -5.3108, -11.5305,  -7.5640,  -6.0967,  -4.9141,  -6.2972,  -8.9568,  -5.4683,  -4.9604,  -4.2934,  -4.7668,  -4.9638,  -4.7987,  -2.9277,  -3.2727,  -4.6259
199608,   4.6892,   4.9982,   3.8059,   3.9508,   3.8881,   8.1174,   5.8452,   4.0948,   4.8991,   4.7146,   8.0141,   5.7821,   6.5133,   6.2165,   4.4975,   5.8072,   5.2465,   5.8873,   5.0641,   4.1404,   1.2364,   2.8946,   4.1382,   2.0799,   3.1252
199609,   2.2687,   3.9879,   1.7857,   3.6286,   2.6455,   5.9607,   3.0577,   2.1693,   3.8716,   3.8764,   7.8865,   4.1836,   3.3043,   3.2574,   1.6486,   5.5737,   5.3805,   2.3871,   4.2854,   3.5201,   7.2318,   4.4361,   3.6199,   3.3556,   5.0215
199610,  -5.6363,  -2.4517,  -1.1920,   0.8913,   0.9371,  -5.2990,  -1.6341,   0.0717,   2.3533,   0.8354,  -6.7919,  -2.5304,   0.3056,   0.9422,   1.7046,  -3.9420,   0.5936,   2.3208,   2.8270,   3.4878,   1.6406,   1.1437,   5.7523,   5.4498,   4.9678
199611,  -0.7471,   1.7424,   3.2268,   4.3608,   4.3173,   1.0560,   3.9218,   4.4304,   4.6052,   3.5660,   1.6326,   5.9660,   6.1409,   7.0454,   4.1839,   5.3592,   5.4041,   5.6589,   6.7380,   8.1819,   7.5070,   7.2082,   8.2867,   8.5630,   6.8000
199612,  -0.7729,   0.7914,   2.4797,   2.5751,   1.6601,   1.5588,   2.0997,   3.2743,   3.2888,   2.1822,  -0.5354,   0.7326,   1.6789,   0.9278,   1.9676,  -2.2089,   0.4633,  -0.4881,   0.1154,   1.7111,  -2.0244,  -0.5517,  -2.7621,  -2.4485,  -1.3675
199701,   6.2484,   4.8916,   6.5829,   5.0104,   4.1297,   4.1216,   2.7761,   1.9323,   0.9215,   1.8582,   0.3734,   3.9895,   0.6420,   3.1075,   4.9132,   2.2876,   3.2897,   4.2293,   1.8003,   5.1072,   7.7813,   5.0184,   5.1355,   5.3079,   3.8812
199702,  -6.0409,  -5.1212,  -2.1785,   0.6146,   0.7018,  -9.3657,  -2.7098,  -0.7458,   0.8884,   2.5688,  -6.2449,  -1.8878,   0.4254,   1.5211,   1.9711,  -3.8247,   1.5514,   0.4293,   2.4493,   3.5706,   0.8384,  -1.7140,   0.1783,   2.7306,   5.1867
199703,  -9.7470,  -6.0641,  -4.1852,  -2.4877,  -1.9596,  -9.4391,  -5.8043,  -2.8636,  -2.6769,  -1.2858,  -8.0661,  -3.6196,  -3.3884,  -2.6607,  -2.1355,  -7.3760,  -3.9023,  -3.2187,  -4.4796,  -3.8891,  -5.4844,  -0.7976,  -3.9859,  -5.7813,  -5.5362
199704,  -5.4486,  -3.9991,  -3.0660,  -1.4423,  -2.5136,  -4.1138,  -0.3533,  -0.1142,   2.0663,   0.2467,  -1.5976,   2.5154,   3.8653,   3.4041,   0.9550,   2.1332,   2.5960,   2.1420,   3.0868,   1.9784,   7.9655,   2.4344,   6.2121,   4.9179,   1.4370
199705,  12.8048,  11.0959,  11.0049,   8.6993,   8.0464,  17.3914,  14.8886,   9.8181,   9.0805,   8.5948,  15.1402,  10.9186,   7.8003,   7.1533,   7.6073,   9.5751,   7.7472,   5.3301,   7.3108,   7.3048,   6.1506,   7.1425,   5.9655,   4.4832,   6.6291
199706,   4.0442,   4.7249,   5.7506,   7.1990,   7.3105,   2.3055,   5.6856,   6.3623,   5.5916,   6.9020,   4.2837,   3.6041,   5.1689,   5.2204,   5.2600,   2.0854,   3.9928,   4.9240,   2.8259,   4.6023,   4.6645,   2.5757,   5.0672,   4.4848,   4.0479
199707,   3.5188,   5.1559,   6.4587,   6.1654,   5.7317,   5.4681,   5.0987,   4.0185,   4.9166,   5.3570,   4.6157,   7.6921,   6.7277,   5.4556,   6.0378,   6.9697,   6.6120,   6.7143,   7.7558,   5.6214,   7.4434,   9.0781,  10.8506,   6.4053,   8.1751
199708,   5.6533,   4.8246,   3.6774,   3.4817,   4.3383,   3.5726,   2.8531,   3.8807,   1.9469,   3.7450,   2.2424,   2.6941,   1.5488,   0.2331,   1.1739,   0.3602,  -0.1503,   0.8590,  -1.0052,   0.3966,  -7.1401,  -3.4474,  -5.0540,  -4.5025,  -5.8160
199709,  10.3436,   9.8892,   9.7050,   7.6201,   9.0958,   7.4456,   8.0944,   7.0314,   7.7617,   7.8545,   6.8338,   6.7806,   7.5629,   6.7957,   7.0544,   5.1684,   5.3270,   5.6760,   5.9407,   4.0490,   4.8860,   5.3918,   6.5654,   6.1925,   7.3495
199710,  -5.6170,  -3.7176,  -4.2672,  -0.6186,  -1.1804,  -6.1102,  -4.8880,  -4.5669,  -3.0620,  -2.8484,  -6.2849,  -3.2884,  -3.9780,  -2.5704,  -3.4643,  -6.6515,  -6.0468,  -2.8129,  -4.3789,  -4.6911,  -2.6622,  -3.9439,  -3.4974,  -0.9986,  -2.9320
199711,  -3.2938,  -3.3711,  -2.4960,  -0.1689,  -0.2382,  -3.3054,  -2.8563,  -0.3128,  -0.3209,   0.0221,  -3.5317,  -1.9259,   0.9586,   2.7376,   1.7603,   0.9005,   0.3509,   4.0928,   3.3980,   3.2397,   5.6737,   4.4054,   2.5053,   4.8993,   3.5612
199712,  -6.0097,  -3.0247,  -2.0126,   0.7638,   1.3001,  -1.0801,  -1.6899,   1.3370,   3.9811,   2.1177,   1.0824,   0.3760,   2.4597,   4.7006,   3.2393,  -1.6788,   2.1244,   2.8492,   6.0048,   1.4266,   1.1693,   1.7313,   3.2821,   4.6616,   3.0823
199801,   0.1846,  -0.8519,  -1.4153,  -0.5922,  -0.7390,   0.3640,  -1.9073,  -1.7486,  -1.9703,  -1.8157,  -0.7493,  -1.1831,  -1.8925,  -4.6742,   1.6302,  -1.4127,  -0.6590,  -1.8945,  -1.9876,   1.3058,   3.8088,  -0.4877,  -3.2475,   0.0274,   0.6571
199802,   6.2694,   6.9282,   5.6477,   5.3032,   6.5611,   8.8311,   8.9061,   9.2166,   6.5745,   7.7696,   9.3275,   9.8111,   6.6453,   8.2228,   9.1745,   9.5741,   7.6117,   7.0935,   6.0010,   6.2280,   6.7984,   7.0695,   9.5827,   7.3706,   6.9989
199803,   4.5563,   6.1561,   4.9745,   4.6703,   5.1485,   4.1134,   6.3487,   2.8848,   4.1826,   4.7423,   4.7896,   2.9551,   5.2952,   3.5272,   5.9333,   3.6269,   5.2311,   5.1479,   4.4287,   7.6767,   5.2263,   3.7730,   5.3746,   8.5117,   7.0592
199804,   2.5426,   2.6498,   3.6535,   2.1197,   2.7312,   0.0025,   1.2689,   0.6800,   2.1724,   1.8375,   1.0760,   0.3155,   0.2248,   0.1632,   0.8454,   0.0367,  -0.1493,   0.1813,   0.6781,   0.4882,   1.0110,   2.2349,   1.2341,   2.5624,  -1.4327
199805,  -6.6798,  -6.4131,  -4.0518,  -3.2630,  -2.2915,  -8.9015,  -6.2790,  -4.9214,  -3.3718,  -2.6933,  -7.7169,  -6.1818,  -5.1663,  -4.4734,  -2.3541,  -5.1714,  -2.6393,  -3.3670,  -2.7328,  -3.5827,  -2.3563,  -1.4969,  -1.7140,   0.7566,  -0.9298
199806,  -0.3509,   1.0935,  -2.6685,  -0.3251,  -1.1587,   2.0848,  -2.2612,   0.5173,  -1.2786,  -0.0649,   4.1012,  -2.0826,  -1.0557,   0.2834,   0.2918,   1.6087,  -1.0255,   0.2100,   1.3687,   0.9098,   6.9886,   1.7795,   2.2243,   5.2983,   0.9477
199807,  -7.6758,  -7.1486,  -5.9388,  -6.5523,  -5.5057,  -7.7093,  -7.7830,  -8.1309,  -9.0570,  -7.0995,  -7.8902,  -7.7157,  -7.8082,  -8.0734,  -8.8071,  -6.2363,  -4.5531,  -5.8187,  -5.4931,  -4.1178,   0.4577,  -2.5476,  -1.3342,  -2.8236,  -2.3370
199808, -27.9777, -21.4630, -20.4271, -19.2686, -18.6173, -25.8215, -20.3548, -17.5959, -16.0903, -18.8999, -23.0567, -21.3481, -17.5681, -16.2973, -18.4948, -19.9670, -18.8650, -17.7553, -11.7084, -13.5671, -12.8949, -16.9527, -17.3231, -15.5159, -12.5155
199809,   7.0210,   3.5658,   3.4960,   3.6451,   1.4878,  12.5414,   7.9748,   5.1501,   4.4443,   5.8395,  11.4656,   5.3136,   8.1502,   4.9353,   2.6740,   5.4259,   7.3967,   6.3756,   6.0559,   6.1134,   8.5267,   3.4603,   2.6105,   3.7245,   9.9202
199810,   3.3255,   3.1938,   1.2141,   2.8595,   1.1254,   5.3336,   5.8648,   3.7209,   3.2331,   2.0454,   3.8806,   6.3359,   5.3341,   3.5733,   4.0397,   8.8867,   9.2583,   6.4177,   4.3801,   3.4124,   7.7452,   8.6319,   9.1523,   8.4700,   3.2214
199811,  10.4234,   8.8582,   5.8225,   6.4181,   8.8107,   9.1677,   7.4295,   4.1974,   3.6848,   6.3588,   9.3145,   6.6305,   2.7565,   2.9405,   3.0874,   7.8727,   2.4145,   4.4079,   2.8007,   4.3547,   7.3881,   6.2496,   5.6588,   5.0101,   4.9313
199812,   5.2145,   1.1102,   3.1341,   1.6928,   1.3550,   7.0872,   5.1292,   3.1537,   4.2852,   5.1366,  11.2954,   7.8991,   4.0498,   4.5869,   3.2493,  10.4397,   5.3727,   3.7079,   3.4295,   2.3555,   8.9455,   2.3076,   2.7663,   3.1003,   5.0308
199901,   7.7747,   6.2155,   4.5265,   4.1364,   4.1904,   6.1976,   1.2818,  -1.9100,  -2.8424,   0.9957,   5.0723,   0.5408,  -1.7289,  -2.1216,  -1.3263,   1.7078,  -3.5139,  -1.4837,  -3.6945,  -2.2996,   5.9954,   1.4096,   2.0918,   1.7504,  -0.2376
199902,  -7.6765,  -8.2803,  -6.1662,  -5.5277,  -5.8106,  -9.2087,  -9.6429,  -7.4256,  -7.8588, -10.6177,  -8.8871,  -8.7963,  -6.3184,  -5.9904,  -6.5517,  -4.8418,  -4.5968,  -3.5514,  -4.3964,  -1.6091,  -4.6568,  -0.7938,   0.0908,  -0.9056,  -1.2177
199903,  -2.2424,  -7.0027,  -1.3659,  -4.0571,  -3.0261,   0.3645,   0.8763,   0.1323,   0.0347,  -3.6729,   5.2463,   1.9965,   2.1935,  -0.4262,  -0.1376,   3.1952,   3.9405,   1.8555,   0.5631,  -0.4156,   4.4262,   3.0608,   4.5264,   3.4402,   2.0625
199904,   7.4924,   9.5564,  11.2248,  11.8186,   8.7538,  10.7835,  10.5542,   7.1653,   8.2911,   7.3661,   7.6638,  12.8162,   8.9354,  11.0306,   8.7451,   6.1303,  11.6142,   7.6292,  11.7348,   8.8967,   0.7520,   8.6999,   7.4365,   5.9041,   2.2409
199905,   1.9602,   3.6074,   2.1327,   2.1749,   4.1747,   1.0744,   0.4431,   2.7517,   4.5425,   3.7926,  -0.5881,   0.0094,   0.6490,   1.9722,   2.4018,   2.6413,  -0.6564,   1.8666,   2.1514,   1.0197,  -3.2029,  -1.5209,  -2.0348,  -0.7307,   2.9241
199906,   7.0288,   8.0966,   8.9080,   5.4765,   6.1495,   8.4418,   7.3596,   6.9135,   4.4674,   6.9410,   4.7442,   4.5446,   2.8662,   1.4002,   7.1522,   7.6168,   7.9173,   2.7171,   4.0319,   3.9319,   7.0233,   2.9990,   2.7965,   0.0226,   0.0356
199907,   1.0801,   2.3552,   1.5854,   1.3527,   1.6319,  -1.6013,  -1.1821,  -1.1555,  -1.9004,  -3.8173,  -2.5304,  -2.0831,  -2.4416,  -1.4525,  -1.6906,  -2.7421,  -1.7689,  -0.8872,  -1.7484,  -1.6829,  -2.8822,  -4.2626,  -5.0928,  -2.7091,  -8.0751
199908,  -3.4738,  -1.7239,  -1.8519,  -1.6529,  -3.6530,  -3.2780,  -4.0534,  -4.8079,  -2.7445,  -4.4135,  -1.6873,  -5.6561,  -3.9497,  -3.6987,  -1.4236,  -1.6529,  -4.7772,  -2.6633,  -2.6416,  -6.7599,   0.5961,  -2.3872,  -3.3140,  -4.3184,  -1.1831
199909,   1.7952,  -0.3572,  -1.0309,  -2.1549,  -3.9058,  -0.0037,   1.5819,  -0.8831,  -2.0226,  -1.8814,   3.2826,   0.8946,  -2.2507,  -3.2310,  -1.8400,   1.5844,  -3.8156,  -2.9891,  -4.6241,  -1.6235,  -1.9553,  -3.4275,  -6.4783,  -9.6006,  -8.1025
199910,  -0.3935,  -0.2108,  -0.6653,  -0.9204,  -2.6411,   2.8976,  -0.3597,  -1.2604,  -0.9189,  -5.2035,   2.7121,   0.6082,  -1.0835,  -1.4947,   0.5888,   7.9112,   1.1409,   2.2701,   4.2117,   4.8420,   6.3063,  10.3724,   8.0585,   4.6199,   5.2976
199911,  19.5281,  12.9666,   9.7274,   8.0396,   6.5378,  12.0975,   9.6434,   4.5788,   3.2357,   3.1226,  11.3876,   7.7067,  -1.0169,  -0.1364,  -0.1586,  11.7229,  -0.2643,  -1.5053,   0.6535,   4.6320,   4.1159,   0.1238,  -3.3100,  -5.6750,  -1.2224
199912,  24.8147,  26.3359,   8.2137,  12.2543,   7.4816,  17.1038,  12.3060,   4.6736,   4.1638,   6.7166,  15.6261,  10.9413,   0.3519,   4.2409,   2.9295,  21.2302,   5.2093,   0.7175,   6.9891,   1.5566,   7.7813,   4.6248,  -0.7188,   0.3588,   0.2461
200001,   9.5503,   6.3654,   4.7576,   3.4530,   4.8154,   0.2661,  -1.9338,  -2.8999,   0.5775,  -3.1565,  -3.3654,  -5.2253,  -1.3092,  -4.5555,  -5.4824,  -3.9731,  -2.9582,  -3.8416,  -5.1878,  -8.5653,  -4.9648,  -3.8543,  -5.2493,  -6.6452, -10.2519
200002,  37.7711,  42.7480,  21.7562,  26.2609,  14.7043,  28.1572,  19.0099,   4.0727,   8.8455,  14.2231,  23.0405,  14.0402,   1.1352,   0.3097,  -1.7915,  25.8801,   1.2124,  -2.4899,   2.4742,  -1.7345,   0.3221,  -5.5935,  -7.7666,  -9.8957, -12.6966
200003, -13.8849, -19.1358,  -8.6708,  -7.2499,  -2.5270, -12.9971,  -6.3485,   0.4943,  -0.6407,  -2.4357, -13.1712,  -2.1775,  10.7078,   6.0434,  13.7184,  -2.9978,  12.4806,  14.7081,  10.0482,  12.0735,   9.2398,  11.2503,   9.9804,  16.0360,  22.1130
200004, -23.0119, -18.4645, -10.2606, -11.0014,  -9.9148, -12.0504,  -8.8024,  -5.9769,  -2.0521,  -2.5634,  -9.9029,  -0.4797,  -1.3690,   3.0821,   0.2209,  -7.0854,  -3.8207,   2.5691,   1.1876,   2.1564,  -4.1935,  -2.6450,   0.4298,   2.4509,  -0.7549
200005, -14.3739,  -9.2527,  -5.8785,  -7.5749,  -6.9763, -10.1530,  -5.0293,  -5.5176,  -6.6365,  -0.7599,  -5.3661,  -2.8948,  -1.6097,  -0.5434,   2.4239,  -7.5390,  -0.6300,  -0.2978,  -2.1235,   1.3315,  -3.4773,  -1.5894,   4.7481,   1.4086,   6.9549
200006,  28.8671,  28.8116,  17.9515,  19.1060,  10.1158,  14.5195,  11.2721,   3.3345,   4.1701,   9.5464,  14.7796,   2.8265,   0.7332,  -0.8459,   2.0032,  10.9311,   3.1747,  -3.7949,  -3.1215,  -4.3317,   5.6216,  -4.5538,  -6.3370,  -7.9664,  -3.9700
200007,  -8.6038,  -1.1891,   0.7624,   1.3407,   1.3213,  -7.5666,  -1.4416,   1.6730,   1.4315,   0.3586, -10.0844,  -0.8519,   3.9463,   2.4201,   7.4000,  -7.2889,  -1.0744,   3.4056,   2.3817,   1.8432,  -2.9861,   0.6761,   5.2563,   7.1569,   2.3107
200008,   9.1357,   8.5968,   3.8157,   5.3726,   5.4112,   8.1334,   4.3678,   3.6947,   6.7112,   6.8133,   8.1879,  10.3988,   6.1562,   6.6336,   7.5728,  13.9813,   5.8562,   6.2701,   7.0270,   6.7473,   7.4186,   6.2651,  11.3112,   5.6160,   5.6996
200009, -10.6127,  -1.2745,  -2.7290,  -0.4437,  -0.6544,  -4.1831,  -3.7015,   0.1605,  -1.8917,  -2.0483, -10.3512,  -3.1733,  -0.6199,   2.6696,   1.6431,  -9.7703,  -0.7499,  -0.1843,   2.1778,  -0.6868,  -6.1322,  -2.0820,   2.4693,   9.1817,  -1.6371
